onset,offset,midi_number,pitch_name,duration,staff,measure,beat_in_measure, instrument,tie_type,mode,select_time
24.0,36.0,62,D4,12.0,0,9,1.0,oboe2,<music21.tie.Tie continue>,note,3
36.0,37.0,74,D5,1.0,0,13,1.0,oboe2,None,note,0
37.0,38.0,74,D5,1.0,0,13,2.0,oboe2,None,note,0
38.0,39.0,74,D5,1.0,0,13,3.0,oboe2,None,note,0
39.0,40.0,76,E5,1.0,0,14,1.0,oboe2,None,note,0
40.0,41.0,76,E5,1.0,0,14,2.0,oboe2,None,note,0
41.0,42.0,76,E5,1.0,0,14,3.0,oboe2,None,note,0
42.0,43.0,72,C5,1.0,0,15,1.0,oboe2,None,note,0
43.0,44.0,72,C5,1.0,0,15,2.0,oboe2,None,note,0
44.0,45.0,72,C5,1.0,0,15,3.0,oboe2,None,note,0
45.0,46.0,71,B4,1.0,0,16,1.0,oboe2,None,note,0
72.0,84.0,62,D4,12.0,0,25,1.0,oboe2,<music21.tie.Tie continue>,note,3
84.0,85.0,74,D5,1.0,0,29,1.0,oboe2,None,note,0
85.0,86.0,74,D5,1.0,0,29,2.0,oboe2,None,note,0
86.0,87.0,74,D5,1.0,0,29,3.0,oboe2,None,note,0
87.0,88.0,76,E5,1.0,0,30,1.0,oboe2,None,note,0
88.0,89.0,76,E5,1.0,0,30,2.0,oboe2,None,note,0
89.0,90.0,76,E5,1.0,0,30,3.0,oboe2,None,note,0
90.0,91.0,72,C5,1.0,0,31,1.0,oboe2,None,note,0
91.0,92.0,72,C5,1.0,0,31,2.0,oboe2,None,note,0
92.0,93.0,72,C5,1.0,0,31,3.0,oboe2,None,note,0
93.0,94.0,71,B4,1.0,0,32,1.0,oboe2,None,note,0
96.0,98.0,71,B4,2.0,0,33,1.0,oboe2,None,note,0
98.0,99.0,70,A#4,1.0,0,33,3.0,oboe2,None,note,0
99.0,100.0,69,A4,1.0,0,34,1.0,oboe2,None,note,0
100.0,101.0,66,F#4,1.0,0,34,2.0,oboe2,None,note,0
101.0,102.0,67,G4,1.0,0,34,3.0,oboe2,None,note,0
102.0,104.0,74,D5,2.0,0,35,1.0,oboe2,None,note,0
104.0,106.0,72,C5,2.0,0,35,3.0,oboe2,<music21.tie.Tie start>,note,1
106.0,107.0,69,A4,1.0,0,36,2.0,oboe2,None,note,0
107.0,108.0,71,B4,1.0,0,36,3.0,oboe2,None,note,0
108.0,110.0,77,F5,2.0,0,37,1.0,oboe2,None,note,0
110.0,111.0,76,E5,1.0,0,37,3.0,oboe2,None,note,0
111.0,112.0,75,E-5,1.0,0,38,1.0,oboe2,None,note,0
112.0,115.0,74,D5,3.0,0,38,2.0,oboe2,<music21.tie.Tie start>,note,1
115.0,117.0,72,C5,2.0,0,39,2.0,oboe2,None,note,0
117.0,118.0,71,B4,1.0,0,40,1.0,oboe2,None,note,0
124.0,125.0,79,G5,1.0,0,42,2.0,oboe2,None,note,0
125.0,126.0,79,G5,1.0,0,42,3.0,oboe2,None,note,0
126.0,128.0,79,G5,2.0,0,43,1.0,oboe2,None,note,0
128.0,128.5,76,E5,0.5,0,43,3.0,oboe2,None,note,0
128.5,129.0,72,C5,0.5,0,43,3.5,oboe2,None,note,0
129.0,130.0,67,G4,1.0,0,44,1.0,oboe2,None,note,0
130.0,131.0,79,G5,1.0,0,44,2.0,oboe2,None,note,0
131.0,132.0,78,F#5,1.0,0,44,3.0,oboe2,None,note,0
132.0,133.0,77,F5,1.0,0,45,1.0,oboe2,None,note,0
133.0,134.0,76,E5,1.0,0,45,2.0,oboe2,None,note,0
134.0,135.0,74,D5,1.0,0,45,3.0,oboe2,None,note,0
135.0,137.0,72,C5,2.0,0,46,1.0,oboe2,None,note,0
137.0,137.5,74,D5,0.5,0,46,3.0,oboe2,None,note,0
137.5,137.75,72,C5,0.25,0,46,3.5,oboe2,None,note,0
137.75,138.0,74,D5,0.25,0,46,3.75,oboe2,None,note,0
138.0,139.0,76,E5,1.0,0,47,1.0,oboe2,None,note,0
139.0,140.0,77,F5,1.0,0,47,2.0,oboe2,None,note,0
140.0,141.0,79,G5,1.0,0,47,3.0,oboe2,None,note,0
141.0,143.0,81,A5,2.0,0,48,1.0,oboe2,None,note,0
143.0,144.0,80,G#5,1.0,0,48,3.0,oboe2,None,note,0
144.0,145.0,79,G5,1.0,0,49,1.0,oboe2,None,note,0
145.0,146.0,78,F#5,1.0,0,49,2.0,oboe2,None,note,0
146.0,147.0,76,E5,1.0,0,49,3.0,oboe2,None,note,0
147.0,148.0,74,D5,1.0,0,50,1.0,oboe2,None,note,0
148.0,149.0,78,F#5,1.0,0,50,2.0,oboe2,None,note,0
149.0,149.5,79,G5,0.5,0,50,3.0,oboe2,None,note,0
149.5,149.75,78,F#5,0.25,0,50,3.5,oboe2,None,note,0
149.75,150.0,79,G5,0.25,0,50,3.75,oboe2,None,note,0
150.0,151.0,81,A5,1.0,0,51,1.0,oboe2,None,note,0
151.0,152.0,83,B5,1.0,0,51,2.0,oboe2,None,note,0
152.0,153.0,84,C6,1.0,0,51,3.0,oboe2,None,note,0
153.0,155.0,86,D6,2.0,0,52,1.0,oboe2,None,note,0
155.0,156.0,85,C#6,1.0,0,52,3.0,oboe2,None,note,0
156.0,157.0,84,C6,1.0,0,53,1.0,oboe2,None,note,0
157.0,158.0,83,B5,1.0,0,53,2.0,oboe2,None,note,0
158.0,159.0,81,A5,1.0,0,53,3.0,oboe2,None,note,0
159.0,161.0,79,G5,2.0,0,54,1.0,oboe2,None,note,0
161.0,161.5,81,A5,0.5,0,54,3.0,oboe2,None,note,0
161.5,161.75,79,G5,0.25,0,54,3.5,oboe2,None,note,0
161.75,162.0,81,A5,0.25,0,54,3.75,oboe2,None,note,0
162.0,163.0,83,B5,1.0,0,55,1.0,oboe2,None,note,0
163.0,164.0,84,C6,1.0,0,55,2.0,oboe2,None,note,0
164.0,165.0,77,F5,1.0,0,55,3.0,oboe2,None,note,0
165.0,166.0,79,G5,1.0,0,56,1.0,oboe2,None,note,0
166.0,167.0,74,D5,1.0,0,56,2.0,oboe2,None,note,0
167.0,168.0,72,C5,1.0,0,56,3.0,oboe2,None,note,0
169.0,170.0,67,G4,1.0,0,57,2.0,oboe2,None,note,0
170.0,171.0,65,F4,1.0,0,57,3.0,oboe2,None,note,0
171.0,171.5,76,E5,0.5,0,58,1.0,oboe2,None,note,0
171.5,172.0,77,F5,0.5,0,58,1.5,oboe2,None,note,0
172.0,172.5,76,E5,0.5,0,58,2.0,oboe2,None,note,0
172.5,173.0,72,C5,0.5,0,58,2.5,oboe2,None,note,0
173.0,173.5,74,D5,0.5,0,58,3.0,oboe2,None,note,0
173.5,174.0,71,B4,0.5,0,58,3.5,oboe2,None,note,0
174.0,175.0,72,C5,1.0,0,59,1.0,oboe2,None,note,0
177.0,179.0,79,G5,2.0,0,60,1.0,oboe2,None,note,0
179.0,180.0,78,F#5,1.0,0,60,3.0,oboe2,None,note,0
180.0,181.0,77,F5,1.0,0,61,1.0,oboe2,None,note,0
181.0,182.0,76,E5,1.0,0,61,2.0,oboe2,None,note,0
182.0,183.0,75,E-5,1.0,0,61,3.0,oboe2,None,note,0
183.0,184.0,80,A-5,1.0,0,62,1.0,oboe2,None,note,0
184.0,187.0,79,G5,3.0,0,62,2.0,oboe2,<music21.tie.Tie start>,note,1
187.0,188.0,78,F#5,1.0,0,63,2.0,oboe2,None,note,0
188.0,189.0,75,E-5,1.0,0,63,3.0,oboe2,None,note,0
